Sample_id,Date_of_Collection,Month_of_Collection,Quarter_of_Collection,Year_of_Collection,Subnational_level0,Subnational_level1,Subnational_level2
ID00317,2021-07-21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00318,2021-07-14,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00319,2021-07-14,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00320,2021-07-14,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00321,2021-07-14,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00322,2021-07-14,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00323,2021-07-14,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00324,2021-07-30,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00325,2021-07-30,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00326,2021-07-30,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00327,2021-07-30,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00328,2021-07-31,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00329,2021-08-06,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00330,2021-08-13,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00331,2021-08-16,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00332,2021-08-19,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00333,2021-08-20,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00334,2021-08-20,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00335,2021-08-21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00336,2021-08-24,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00337,2021-08-30,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00338,2021-08-30,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00339,2021-08-31,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00340,2021-08-31,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00341,2021-08-31,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00342,2021-09-09,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00343,2021-09-09,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00344,2021-09-10,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00345,2021-09-13,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00346,2021-09-13,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00347,2021-09-13,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00348,2021-09-20,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00349,2021-09-20,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00350,2021-09-23,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00351,2021-09-30,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00352,2021-10-01,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00353,2021-10-01,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00354,2021-10-01,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00355,2021-10-06,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00356,2021-10-06,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00357,2021-10-07,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00358,2021-10-07,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00359,2021-09-12,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00360,2021-10-10,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00361,2021-10-11,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00362,2021-10-11,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00363,2021-10-11,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00364,2021-10-11,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00365,2021-10-11,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00366,2021-10-13,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00367,2021-10-14,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00368,2021-10-14,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00369,2021-10-14,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00370,2021-10-14,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00371,2021-08-25,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00372,2021-08-27,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00373,2021-08-27,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00374,2021-08-30,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00375,2021-09-11,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00376,2021-09-15,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00377,2021-09-27,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00378,2021-09-28,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00379,2021-09-28,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00380,2021-10-01,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00381,2021-10-05,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00382,2021-10-07,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00383,2021-10-07,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00384,2021-10-11,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00385,2021-10-11,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00386,2021-10-23,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00387,2021-10-23,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00388,2021-10-23,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00389,2021-08-23,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00390,2021-08-26,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00391,2021-09-06,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00392,2021-09-16,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00393,2021-10-15,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00394,2021-10-15,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00395,2021-10-16,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00396,2021-10-21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00397,2021-10-21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00398,2021-10-27,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00399,2021-10-28,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00400,2021-11-01,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00401,2021-10-21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00402,2021-10-25,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00403,2021-10-26,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00404,2021-10-28,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00405,2021-10-28,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00406,2021-11-02,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00407,2021-11-02,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00408,2021-11-02,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00409,2021-11-03,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00410,2021-11-03,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00411,2021-11-03,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00412,2021-11-05,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00413,2021-11-08,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00414,2021-11-08,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00415,2021-11-08,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00416,2021-11-08,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00417,2021-11-08,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00418,2021-11-12,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00419,2021-11-12,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00420,2021-11-12,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00421,2021-11-12,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00422,2021-11-18,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00423,2021-11-18,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00424,2021-11-19,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00425,2021-11-19,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00426,2021-11-19,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00427,2021-11-22,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00428,2021-11-22,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00429,2021-11-26,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00430,2021-12-09,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00431,2021-11-03,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00432,2021-11-03,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00433,2021-11-03,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00434,2021-11-03,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00435,2021-11-04,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00436,2021-11-04,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00437,2021-11-16,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00438,2021-11-23,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00439,2021-12-01,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00440,2021-12-01,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00441,2021-12-01,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00442,2021-12-01,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00443,2021-12-01,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00444,2021-12-02,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00445,2021-12-09,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00446,2021-12-09,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00447,2021-12-09,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00448,2021-12-10,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00449,2021-12-13,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00450,2021-12-16,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00451,2021-12-16,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00452,2021-12-16,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00453,2021-12-17,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00454,2021-12-20,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00455,2021-12-20,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00456,2021-12-20,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00457,2021-12-20,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00458,2021-12-20,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00459,2021-12-13,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00460,2021-12-13,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00461,2021-12-13,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00462,2021-12-14,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00463,2021-12-17,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00464,2021-12-20,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00465,2021-12-20,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00466,2021-12-22,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00467,2021-12-23,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00468,2021-12-23,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00469,2021-12-23,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00470,2021-12-25,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00471,2021-12-25,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00472,2021-12-27,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00473,2021-12-29,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00474,2021-12-31,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00475,2022-01-03,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00476,2022-01-03,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00477,2022-01-03,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00478,2022-01-04,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00479,2022-01-04,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00480,2022-01-05,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00481,2022-01-07,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00482,2022-01-07,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00483,2021-12-28,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00484,2021-12-28,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00485,2022-01-01,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00486,2022-01-01,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00487,2022-01-03,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00488,2022-01-03,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00489,2022-01-03,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00490,2022-01-05,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00491,2022-01-12,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00492,2022-01-12,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00493,2022-01-12,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00494,2022-01-12,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00495,2022-01-13,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00496,2022-01-13,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00497,2022-01-14,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00498,2022-01-18,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00499,2022-01-19,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00500,2022-01-19,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00501,2022-01-20,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00502,2022-01-21,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00503,2022-01-21,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00504,2022-01-24,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00505,2022-01-24,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00506,2022-01-24,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00507,2022-02-02,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00508,2022-01-13,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00509,2022-01-14,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00510,2022-01-18,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00511,2022-01-18,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00512,2022-01-18,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00513,2022-01-19,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00514,2022-01-20,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00515,2022-01-20,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00516,2022-01-21,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00517,2021-12-20,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00518,2022-01-01,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00519,2022-01-10,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00520,2022-01-14,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00521,2022-01-14,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00522,2022-01-15,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00523,2021-12-27,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00524,2021-12-28,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00525,2022-01-31,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00526,2022-01-31,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00527,2021-12-13,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00528,2021-12-23,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1
ID00529,2022-01-18,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00530,2022-01-26,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00531,2022-01-26,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00532,2022-01-28,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00533,2022-01-31,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00534,2022-01-31,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00535,2022-01-31,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00536,2022-01-27,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00537,2022-01-31,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00538,2022-02-01,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00539,2022-02-04,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00540,2022-02-08,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00541,2022-01-31,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00542,2022-02-07,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00543,2022-02-07,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00544,2022-02-07,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00545,2022-02-07,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00546,2022-02-07,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00547,2022-02-07,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00548,2022-02-07,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00549,2022-02-09,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00550,2022-02-11,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00551,2022-02-10,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00552,2022-02-11,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00553,2022-02-03,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00554,2022-02-24,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00555,2022-02-25,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00556,2022-02-26,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00557,2022-02-26,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00558,2022-02-26,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00559,2022-02-26,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00560,2022-02-12,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00561,2022-02-15,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00562,2022-02-17,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00563,2022-02-20,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00564,2022-02-25,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00565,2022-02-16,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00566,2022-02-18,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00567,2022-02-18,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00568,2022-02-21,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00569,2022-02-21,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00570,2022-02-22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00571,2022-02-22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00572,2022-02-23,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00573,2022-02-28,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00574,2022-03-01,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00575,2022-03-01,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00576,2022-03-04,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00577,2022-03-04,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00578,2022-03-07,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00579,2022-03-07,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00580,2022-03-09,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00581,2022-03-11,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00582,2022-03-14,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00583,2022-03-16,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00584,2022-03-17,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00585,2022-03-17,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00586,2022-03-22,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00587,2022-03-14,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00588,2022-03-15,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00589,2022-03-16,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00590,2022-03-21,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00591,2022-03-21,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00592,2022-03-25,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00593,2022-04-04,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00594,2022-04-05,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00595,2022-04-05,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00596,2022-04-11,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00597,2022-04-13,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00598,2022-04-18,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00599,2022-04-19,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00600,2022-04-19,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00601,2022-04-20,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00602,2022-04-21,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00603,2022-03-31,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1
ID00604,2022-04-01,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00605,2022-04-01,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00606,2022-04-01,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00607,2022-04-04,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00608,2022-04-05,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00609,2022-04-06,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00610,2022-04-06,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00611,2022-04-06,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00612,2022-04-07,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00613,2022-04-07,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00614,2022-04-07,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00615,2022-04-11,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00616,2022-04-11,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00617,2022-04-11,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00618,2022-04-11,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00619,2022-04-12,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00620,2022-04-18,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00621,2022-04-18,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00622,2022-04-18,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00623,2022-04-19,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00624,2022-04-19,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00625,2022-04-19,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00626,2022-04-20,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00627,2022-04-20,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00628,2022-04-21,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00629,2022-04-21,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00630,2022-04-21,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00631,2022-04-25,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00632,2022-04-25,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
