Sample_id,Date_of_Collection,Month_of_Collection,Quarter_of_Collection,Year_of_Collection,Subnational_level0,Subnational_level1,Subnational_level2,Longitude,Latitude
ID00847,10/13/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00848,10/13/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00849,10/13/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00850,10/14/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00851,10/14/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00852,10/14/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00853,10/16/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00854,10/16/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00855,10/19/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00856,10/20/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00857,10/22/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00858,10/23/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00859,10/26/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00860,10/29/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00861,10/29/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00862,10/30/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00863,11/3/20,2020-11,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00864,11/3/20,2020-11,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00865,11/4/20,2020-11,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00866,11/4/20,2020-11,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00867,11/5/20,2020-11,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00868,11/6/20,2020-11,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00869,11/6/20,2020-11,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00870,11/9/20,2020-11,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00871,11/9/20,2020-11,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00872,11/10/20,2020-11,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00873,11/10/20,2020-11,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00874,11/11/20,2020-11,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00875,11/30/20,2020-11,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00876,12/3/20,2020-12,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00877,12/3/20,2020-12,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00878,12/3/20,2020-12,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00879,12/9/20,2020-12,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00880,12/16/20,2020-12,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00881,12/23/20,2020-12,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00882,12/26/20,2020-12,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00883,12/29/20,2020-12,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00884,12/31/20,2020-12,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00885,12/31/20,2020-12,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00886,1/4/21,2021-01,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00887,1/4/21,2021-01,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00888,1/5/21,2021-01,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00889,1/12/21,2021-01,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00890,1/13/21,2021-01,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00891,1/13/21,2021-01,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00892,2/1/21,2021-02,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00893,3/9/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00894,2/6/21,2021-02,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00895,3/9/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00896,2/8/21,2021-02,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00897,2/9/21,2021-02,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00898,2/10/21,2021-02,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00899,2/10/21,2021-02,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00900,9/11/21,2021-09,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00901,2/11/21,2021-02,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00902,2/11/21,2021-02,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00903,2/11/21,2021-02,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00904,2/11/21,2021-02,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00905,2/12/21,2021-02,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00906,2/15/21,2021-02,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00907,2/15/21,2021-02,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00908,2/15/21,2021-02,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00909,2/15/21,2021-02,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00910,2/16/21,2021-02,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00911,2/16/21,2021-02,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00912,3/8/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00913,3/8/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00914,3/11/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00915,3/11/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00916,3/12/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00917,3/12/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00918,3/13/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00919,3/15/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00920,3/15/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00921,3/15/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00922,3/15/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00923,3/15/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00924,3/15/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00925,3/15/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00926,3/16/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00927,3/16/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00928,3/18/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00929,3/18/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00930,3/18/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00931,3/19/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00932,3/19/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00933,3/19/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00934,3/19/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00935,3/23/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00936,3/25/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00937,3/24/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00938,3/25/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00939,3/26/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00940,3/26/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00941,3/26/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00942,3/26/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00943,3/27/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00944,3/29/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00945,3/29/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00946,3/29/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00947,3/29/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00948,3/29/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00949,3/30/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00950,3/30/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00951,3/30/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00952,3/30/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00953,3/31/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00954,3/31/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00955,3/31/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00956,3/31/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00957,4/5/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00958,4/5/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00959,4/5/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00960,4/6/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00961,4/6/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00962,4/7/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00963,4/7/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00964,4/7/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00965,4/7/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00966,4/7/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00967,4/8/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00968,4/8/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00969,4/8/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00970,4/8/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00971,4/9/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00972,4/9/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00973,4/9/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00974,4/9/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00975,4/12/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00976,4/12/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00977,4/12/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00978,4/13/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00979,4/13/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00980,4/14/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00981,4/14/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00982,4/14/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00983,4/26/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00984,4/26/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00985,4/26/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00986,4/26/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00987,4/27/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00988,7/16/21,2021-07,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00989,7/16/21,2021-07,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00990,7/17/21,2021-07,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00991,7/19/21,2021-07,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00992,7/22/21,2021-07,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00993,7/24/21,2021-07,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00994,7/24/21,2021-07,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00995,7/26/21,2021-07,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00996,7/31/21,2021-07,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00997,7/31/21,2021-07,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00998,7/19/21,2021-07,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00999,7/22/21,2021-07,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01000,8/2/21,2021-08,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01001,8/5/21,2021-08,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01002,8/10/21,2021-08,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01003,8/23/21,2021-08,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01004,8/30/21,2021-08,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01005,8/31/21,2021-08,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01006,9/3/21,2021-09,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01007,9/8/21,2021-09,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01008,9/14/21,2021-09,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01009,9/15/21,2021-09,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01010,11/11/21,2021-11,2021-Q4,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01011,9/18/21,2021-09,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01012,9/20/21,2021-09,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01013,9/20/21,2021-09,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01014,9/22/21,2021-09,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01015,9/27/21,2021-09,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01016,10/5/21,2021-10,2021-Q4,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01017,10/20/21,2021-10,2021-Q4,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01018,10/25/21,2021-10,2021-Q4,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01019,10/27/21,2021-10,2021-Q4,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01020,11/10/21,2021-11,2021-Q4,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01021,11/3/21,2021-11,2021-Q4,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01022,11/3/21,2021-11,2021-Q4,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01023,11/4/21,2021-11,2021-Q4,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01024,11/4/21,2021-11,2021-Q4,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01025,11/5/21,2021-11,2021-Q4,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01026,11/10/21,2021-11,2021-Q4,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01027,11/10/21,2021-11,2021-Q4,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01028,11/30/21,2021-11,2021-Q4,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01029,12/7/21,2021-12,2021-Q4,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01030,12/16/21,2021-12,2021-Q4,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01031,12/17/21,2021-12,2021-Q4,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01032,12/17/21,2021-12,2021-Q4,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01033,12/17/21,2021-12,2021-Q4,2021,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01034,3/25/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01035,1/21/22,2022-01,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01036,1/24/22,2022-01,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01037,1/31/22,2022-01,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01038,1/31/22,2022-01,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01039,2/7/22,2022-02,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01040,2/8/22,2022-02,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01041,2/17/22,2022-02,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01042,2/17/22,2022-02,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01043,2/21/22,2022-02,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01044,2/21/22,2022-02,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01045,2/28/22,2022-02,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01046,3/7/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01047,3/10/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01048,3/11/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01049,3/14/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01050,3/14/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01051,3/15/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01052,3/15/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01053,3/17/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01054,3/22/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01055,3/22/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01056,3/22/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01057,3/23/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01058,3/23/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01059,3/24/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01060,3/24/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01061,3/25/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01062,3/25/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01063,3/25/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01064,3/28/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01065,3/30/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01066,4/1/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01067,4/6/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01068,4/7/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01069,4/18/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01070,4/18/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01071,4/18/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01072,4/19/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01073,4/19/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01074,4/19/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01075,4/19/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01076,4/20/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01077,4/21/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01078,4/22/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01079,4/22/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01080,4/22/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01081,4/25/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01082,4/26/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01083,4/27/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01084,4/7/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01085,4/27/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01086,4/28/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01087,4/28/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01088,4/28/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01089,4/28/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01090,5/2/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01091,5/2/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01092,5/2/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01093,5/2/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01094,5/2/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01095,5/3/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01096,5/4/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01097,5/4/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01098,5/5/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01099,5/6/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01100,5/9/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01101,5/9/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01102,5/9/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01103,5/10/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01104,5/11/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01105,5/11/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01106,5/13/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01107,5/13/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01108,5/13/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01109,5/13/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01110,5/13/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01111,5/13/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01112,5/14/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID01113,5/14/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
